ID,location_name,lat,long
2356877,"Ouona,Wona",11.96667,-3.43333
2356878,"Gombele,Gombélé,Ouomene,Ouomene Gombele,Ouoméné,Ouoméné Gombélé,Womene Gombole,Womene-Gombele,Woméné Gombolé,Woméné-Gombélé",13.0263,-3.9045
2356879,"Ouolonkoto,Wolokonto",11.09855,-5.1498
2356880,"Ouolo,Wolo",11.28333,-3.91667
2356881,"Ouobzougou,Wobzougou",12.1246,-1.73872
2356882,,12.21667,-0.28333
2356883,"Ouenzego,Ounzego,Ounzeogo,Ounzégo,Ounzéogo,Unzego",11.7,-0.5
2356884,,13.40384,-0.77075
2356885,,13.36895,-0.78765
2356886,,12.06667,0.31667
2356887,,10.61667,-3.08333
2356888,"Ounougou Fouanou,Ounougoufwanou",12.52167,2.17992
2356889,Ounougou,12.53289,2.1939
2356890,,11.13333,-0.38333
2356891,,13.95652,-0.60623
2356892,,14.5643,-0.13716
2356893,"Oumnogo,Oumnogue,Oumnogué",11.60098,-0.32244
2356894,,13.90796,0.46481
2356895,"Oulfo Alfa,Oulphou Alpha",14.08764,-0.56342
2356896,,10.5,-3.53333
2356897,,14.04976,0.09393
2356898,,14.30362,-0.81806
2356899,"Oulo,Ouolo,Ulo",14.0448,-0.2353
2356900,Oulo,11.9,-2.98333
2356901,,10.63333,-5.05
2356902,,10.11097,-3.45298
2356903,,14.0073,-1.49049
2356904,,11.05,-2.2
2356905,,13.97523,-0.63819
2356906,,13.76293,-0.31531
2356907,,10.73333,-3.23333
2356908,,10.3,-3.1
2356909,"Oulande,Oulandé,Oulani",12.36667,-3.36667
2356910,,14.5373,-1.20882
2356911,,12.68333,-4.36667
2356912,,11.3,-3.93333
2356913,,13.58445,-0.14922
2356914,,13.48605,-2.32595
2356915,,12.36667,-3.13333
2356916,,14.242,-1.9447
2356917,,14.18738,-1.99876
2356918,,14.4418,-0.97379
2356919,"Oukoulerou,Oukoulourou,Oukoulérou",12.70973,2.07057
2356920,,14.67146,0.01613
2356921,,13.64519,-1.83649
2356922,"Ouissega,Ouissiga",12.83858,-1.90587
2356923,Ouintini,13.21948,-1.34163
2356924,"Ouindigui,Woindigui",13.75716,-2.01627
2356925,"Ouendigui,Ouindigui,Quindigui",13.67833,-1.9673
2356926,,13.98731,-0.33426
2356927,,11.83333,-0.88333
2356928,,11.05,-0.45
2356929,,12.96667,-0.71667
2356930,"Ouile,Ouilé,Wile",13.36958,-2.6988
2356931,,13.16342,-0.76524
2356932,"Ouidtogen,Ouidtoghin,Ouidtoguen,Ouidtoguin",12.40935,-1.44927
2356933,,13.21914,-1.70992
2356934,,12.76424,-1.07665
2356935,,12.41667,-0.45
2356936,,12.33333,-0.73333
2356937,,12.29013,-0.8761
2356938,,12.25,-0.45
2356939,,12.21985,-1.47185
2356940,,12.08157,-1.5818
2356941,,12.08739,-1.3817
2356942,,12.06737,-1.60478
2356943,,12.03752,-1.21929
2356944,"Oiudtenga,Ouibtenga,Ouidtenga,Widtenga",12.28866,-1.43714
2356945,Oui,13.41303,-1.77712
2356946,Ougarou,12.43333,0.16667
2356948,,13.54909,-2.42126
2356949,,11.46667,-3.15
2356950,,14.50495,-0.91147
2356951,,12.03333,-2.28333
2356952,,12.21667,-2.11667
2356953,"Ouassa,Ouessa,Wassa,Wesa,Wessa",11.04542,-2.78857
2356954,"Ouero,Ouoro,Ouéro",12.05,-2.41667
2356955,"Ouere,Ouéré,Were,Wéré",11.28333,-3.91667
2356956,"Ouere,Ouéré,Were,Wéré",11.01667,-3.81667
2356957,"Ouenne,Ouènné",13.58605,-1.73945
2356958,,11.25,-0.8
2356959,"Ouendopoli,Ouendoupoli,Ouéndoupoli",14.12942,-1.96104
2356960,,13.04086,-0.82545
2356961,,13.34422,-1.30851
2356962,,12.13333,-0.53333
2356963,"Ouem-Yiri,Ouemhiri,Ouemyiri,Ouèmyiri,Ouémhiri",12.31534,-1.78532
2356964,,13.63484,-1.54223
2356965,"Oua,Ouatini,Oueleni,Ouéléni,Weleni,Wéléni",10.85,-5.35
2356966,,14.85492,0.15083
2356967,"Oueguedo,Ouéguédo",11.85,-0.41667
2356969,"Oueglega,Ouègléga,Ouégléga,Weglega",12.29354,-1.71817
2356970,"Oueenga,Ouéenga,Winga",12.48333,-0.31667
2356971,,12.82794,-1.05892
2356972,,12.06667,-0.36667
2356973,,12.01667,-0.18333
2356974,,12.9,-2.25
2356975,,13.25068,-0.93081
2356976,"Ouedegin,Ouedeguen,Ouédégin,Ouédéguen",12.75,-0.76667
2356977,"Ouedegen,Ouedeghin,Ouedeguen,Ouedeguin,Ouédégen,Ouédéghin,Ouédéguen,Ouédéguin",12.22031,-1.79552
2356978,"Oue,Oué,We,Wé",13.236,-3.3997
2356979,"Boulougnidi,Boulounidi,Bulugnidi,Oudyoumoudi",14.07427,-0.43163
2356980,,13.89689,-1.45963
2356981,,14.15932,-1.88273
2356982,"Oudalan,Oudalan Province,Province de l’ Oudalan,Provincedel'Oudalan",14.66667,-0.33333
2356983,"Oubritenga,Province d'Oubritenga,Province d’Oubritenga",12.66667,-1.33333
2356984,"Ouboulo Fouanou,Ouboulofwanou",12.20163,2.11615
2356985,,10.31667,-5.25
2356986,,14.4328,-1.46572
2356987,"Oubele Saba,Oubere Saba,Oubélé Saba,Oubéré Saba,Ouro-Sabe,Ouro-Sabé,Uro-Sabe",14.06691,-1.66844
2356988,"Koubaye,Kubaye,Oubay,Oubaye",13.95558,-1.3739
2356989,,10.71667,-3.61667
2356990,,13.28508,-0.85646
2356991,,13.18144,-1.57002
2356992,"Ouayou,Voyou,Voyu,Woyou",11.7,-2.0
2356993,,12.9,-2.33333
2356994,"Oua Yarse,Oua Yarsé,Ouaga Yarse,Ouaga Yarsé,Ouga,Ouga-Yarce,Ouga-Yarcé,Ouga-Yarse,Ouga-Yarsé",12.95005,-1.21309
2356995,"Ouayalgui,Wayalguin",12.3996,-1.47502
2356996,"Ouajalgui,Ouayalgui,Оуаялгуи",12.01667,-0.71667
2356997,"Ouavousse,Ouavoussé,Wavousse,Wavoussé",12.54939,-1.35707
2356998,,12.4,-0.6
2356999,"Ouavousse,Ouavoussé",12.35,-0.75
2357000,"Ouavousse,Ouavoussé",12.15,-0.51667
2357001,,13.08634,-0.43047
2357002,,13.64078,-0.85914
2357003,,13.08615,-1.45636
2357004,,12.95,-0.45
2357005,,13.72003,-1.75044
2357006,"Ouatiano,Wationao",10.05,-3.38333
2357007,,12.09925,-1.59363
2357008,"Ouassoudi,Wassoudi",12.29486,-1.38141
2357009,,14.96667,-0.05
2357010,"Ouarkoy,Ouarkoye,Waranko,Warkoye",12.08991,-3.66897
2357011,,11.88333,-0.36667
2357012,"Ouargay,Ouargaye",11.50202,0.05886
2357013,"Ouaregou,Ouarégou",11.8,-0.7
2357014,,11.27456,-0.16167
2357015,"Ouapasse,Ouapassi,Ouapassé",13.93964,-0.74704
2357016,,12.44216,-1.50932
2357017,,12.31667,-0.5
2357018,,12.23333,-0.58333
2357019,,13.05626,-0.78338
2357020,,12.36667,-0.58333
2357021,,12.63333,-0.56667
2357022,,14.33047,-1.58519
2357023,,12.95,-0.36667
2357024,,12.35995,-1.76889
2357025,,13.24272,-0.73333
2357026,,11.25,-0.68333
2357027,,14.22632,-1.97491
2357028,,11.11667,-0.56667
2357029,"Ouampega,Ouampéga",13.324,-1.68192
2357030,,12.86667,-0.46667
2357031,,12.38333,-2.23333
2357032,,12.98333,-0.91667
2357033,,12.85,-0.43333
2357034,,14.41874,-1.4748
2357035,,12.81667,-0.61667
2357036,,12.71667,-0.18333
2357037,,13.16854,-1.20828
2357038,"Ouakuy,Wakui",11.68333,-3.63333
2357039,,12.1,0.18333
2357040,"Ouakara,Wakara",11.87255,-3.63431
2357041,,14.54232,-1.26785
2357042,,14.57433,-0.30045
2357043,"OUG,Ouahigouya,Uahiguja,Uakhiguja,Vakhiguja,Waiguya,wa xi gu ya,wahiguya,waiguya,Вахигуя,Уахігуя,ואיגויה,واہیگؤیا,ワヒグヤ,瓦希古亞,와이구야",13.58278,-2.42158
2357044,"Ouahabou,Ouhabou,Wahabou",11.69118,-3.09575
2357045,,14.0321,-1.50456
2357046,,12.63333,-0.83333
2357047,,12.2,-0.6
2357048,"Huagadugu,OUA,Ouagadouga,Ouagadougou,Ouankantounkou,Ougadougou,Owagadugu,Uagadougou,Uagadugu,Uagaduguo,Uagadugú,Uaqaduqu,Vagadugu,Waaduu,Wagadugu,Wàadúu,awagadwgw,uagadugu,vagadugu,vakatuku,wa jia du gu,wa ka du ku,wagadougu,wagadugu,wagadwgw,wagadwwgww,waghadwghw,Ουαγκαντουγκού,Ουαγκαντούγκου,Уагадугу,Ուագադուգու,ואגאדוגו,וואגאדוגו,آواگادوگو,اوآگادوگو,اوگاڈوگو,واغادوغو,واگادووگوو,واگادوگو,वागाडुगू,ਵਾਗਾਦੁਗੂ,வாகடூகு,วากาดูกู,ཨོ་འ་ག་དོའུ་གོའུ།,უაგადუგუ,ዋጋዱጉ,ワガドゥグー,瓦加杜古,와가두구",12.36566,-1.53388
2357049,,13.26958,-0.33513
2357050,,12.45,-1.36667
2357051,,13.16803,-0.71618
2357052,Ouadangou,12.91667,-0.11667
2357053,,13.81893,0.40007
2357054,,13.33712,-0.73362
2357055,,12.91667,-0.13333
2357056,,10.11667,-3.18333
2357057,,10.58333,-3.11667
2357058,,11.28333,-3.1
2357059,,14.23702,-0.92595
2357060,,14.22511,-1.58003
2357061,,14.2443,-0.75843
2357062,"Orodara,ao luo da la,ao luo duo la,awrwdara,orodara,wrwdara,Ородара,أورودارا,اورودارا,ورودارا,オロダラ,奥罗达拉,奧羅多拉,奧羅達拉",10.98115,-4.91885
2357063,,10.7,-3.41667
2357064,,9.98333,-3.15
2357065,,10.31667,-3.26667
2357066,,11.11667,-0.43333
2357067,,14.96142,-0.63524
2357068,,14.0624,-2.61015
2357069,,13.87358,-0.5432
2357070,,14.25052,-0.757
2357071,,12.23333,0.36667
2357072,,11.98456,0.3843
2357073,,10.26667,-3.21667
2357074,,12.1,0.31667
2357075,,10.76667,-3.33333
2357077,"Okoulourou,Oukoulourou",14.5257,-1.7017
2357078,,10.13333,-3.0
2357079,,13.46205,-0.54626
2357080,,14.52554,-1.10326
2357081,,14.20381,-2.23011
2357082,,14.06872,-2.80422
2357083,,13.26038,0.46391
2357084,,12.61667,-3.5
2357085,,12.44596,1.84657
2357086,,11.8065,-5.0121
2357087,Oubrinou,12.40283,1.06292
2357088,,12.25,0.26667
2357089,,10.33333,-3.6
2357090,,13.49398,-1.32639
2357091,,11.93333,-0.06667
2357092,"Oassenfouegue,Oassenfouégué,Oassennfouegue,Oassennfouégué",13.44844,-2.52584
2357093,,14.00725,-0.71053
2357094,,13.70092,0.31419
2357095,"Niou,Niu,Nyou",12.76975,-1.93376
2357096,"Niosse,Nyose,Nyosse,Nyossé,Nyosé",12.89666,-1.1507
2357097,"Niorochen,Nyorochin,Nyoroshen",12.80898,-1.05178
2357098,"Nioniogo,Nionogo,Nyoro",12.58519,-1.55867
2357099,,12.81667,-0.93333
2357100,"Nioniopalogo,Nyonyopalogo",12.72755,-1.22367
2357101,"Nioniongo,Nyonyogo",12.99039,-1.01836
2357102,"Nioniogo,Nyonyogo",12.56613,-1.06122
2357103,,12.3,0.55
2357104,,12.88333,-2.61667
2357105,,12.08333,-2.03333
2357106,,12.81667,-0.41667
2357107,,13.13246,-0.8771
2357108,"Nioko II,Nyoko",12.43026,-1.45562
2357109,"Nioko I,Nyoko",12.39501,-1.43861
2357110,,12.26667,-2.08333
2357111,,13.38023,-0.70947
2357112,,12.06596,1.0846
2357113,"Nindala,Nyinndalo",13.1603,-3.24097
2357114,,13.0421,-4.0185
2357115,,13.20515,0.55621
2357116,,12.5,-2.78333
2357117,"Nimi,Nyieme,Nyiémé",11.25,-2.96667
2357118,,12.8,-0.35
2357119,,13.45254,0.06518
2357120,,12.48333,-0.66667
2357121,,13.56968,-1.40417
2357122,,12.48333,-0.41667
2357123,"Niega,Nièga,Nyegha,Nyégha",12.53333,-0.5
2357124,,13.12152,-0.50578
2357125,,12.98333,-0.81667
2357126,,12.91667,-0.81667
2357127,"Niaguen,Nyare,Nyaré",12.6443,-1.07214
2357128,,13.38446,0.23008
2357129,,12.05727,1.02648
2357130,,12.45,0.41667
2357131,,13.53688,-0.73838
2357132,,13.0,-2.1
2357133,"Niangala,Nyangala",12.98615,-1.88763
2357134,,12.26667,-2.06667
2357135,,13.43023,-0.92312
2357136,,12.4,-2.28333
2357137,"Nyanaren,Nyanarin,Yaningue,Yaningué",12.14106,-1.68431
2357138,,12.28333,0.06667
2357139,"Nyamouyoro,Yameogo,Yaméogo",12.85487,-1.41103
2357140,,12.56667,0.91667
2357141,,12.04415,1.46626
2357142,,13.5067,-1.07503
2357143,,12.8,0.68333
2357144,,12.86667,0.21667
2357145,,12.98333,-0.2
2357146,,13.29894,0.09739
2357147,"Moentenga,Moetenga,Moétenga,Mwentenga,Nwentenga",12.714,-1.68883
2357148,,10.76667,-3.31667
2357149,,11.07272,-5.33014
2357150,,12.11667,-0.03333
2357151,,12.01667,-0.23333
2357152,,12.78914,-2.29704
2357153,,10.68333,-5.43333
2357154,Nouong,11.1,-0.1
2357155,"Nounou,Nunu",12.25,-3.25
2357156,"Mouni,Nouni",13.68883,-2.51714
2357157,,13.71259,-0.66041
2357158,,13.06574,-1.44061
2357159,,12.93823,-1.43824
2357160,,12.80275,-1.17957
2357161,,12.71572,-1.0581
2357162,"Nongo,Noungou",11.08333,-0.76667
2357163,"Nouna,XNU",12.72939,-3.86305
2357164,Noumousso,11.30355,-4.08196
2357165,"Noumoukedougou,Noumoukiedougou,Noumoukiédougou,Noumoukyedougou,Noumoukyédougou,Noumoukédougou,Noumoutiedougou,Numukiedugu",9.91683,-4.27494
2357166,"Noumoudara,Numudara",10.97784,-4.41776
2357167,,12.69697,2.00501
2357168,,12.15,0.86667
2357169,"Houlli,Koulou Houli,Noulli",10.26667,-3.25
2357170,,12.61667,-0.26667
2357171,,9.98333,-3.55
2357172,"Naoungo,Nogoungo,Nouhoungo",12.13333,-0.41667
2357173,"Mawli River,Morbiri,Morbiri Nuhau,Nahau,Nouaho,Nouhao",11.08333,-0.35
2357174,,14.87696,-0.37544
2357175,"Nokoui,Nokouy,Nouankui",12.5,-3.5
2357176,,13.50932,0.44943
2357177,,12.97677,-1.82372
2357178,,12.03333,-2.95
2357179,"Nogo,Noro",13.84661,-2.20139
2357180,"Noguen,Nore,Noré",12.901,-1.0763
2357181,"Norde,Nordé",13.54024,-1.37838
2357182,,10.08333,-2.98333
2357183,,13.78684,-1.13794
2357184,,13.4245,0.18093
2357185,,11.58333,-2.18333
2357186,,9.8,-3.08333
2357187,,13.25296,-0.44995
2357188,,12.95,-2.51667
2357189,Nonkiero,10.65,-3.21667
2357190,,10.5,-3.23333
2357191,,11.73333,-1.11667
2357192,Nongsom,13.44175,-1.67969
2357193,,13.32717,-1.58265
2357194,"Nongou,Noungou",12.79436,-1.49396
2357195,,13.50656,-2.20871
2357196,,12.14773,-1.97928
2357197,,13.49277,-0.23503
2357198,"Nongofaere,Nongofaire,Nongofayere,Nongofayéré,Nongofaéré,Nongofaïre",13.47149,-2.16188
2357199,"Nongofaere,Nongofaire",13.59979,-2.7724
2357200,,13.59072,-2.29159
2357201,"Diongo,Nongo",13.33804,-1.09061
2357202,"Nongestenga,Nonguestenga",12.57277,-1.43178
2357203,,10.13333,-4.78333
2357204,,13.82515,-2.71438
2357205,,13.71895,-1.86516
2357206,,12.95,-0.43333
2357207,,13.67592,-2.06266
2357208,"Nomegame,Nomgame,Nomgamé,Nomégamé,Nongana",12.50758,-1.37386
2357209,,12.61049,2.13114
2357210,"Nolonkonto,Ouolonkoto,Wolokonto,Wolonkonto,Wolonkoto",10.67632,-4.97215
2357211,,12.63333,-0.28333
2357212,,11.46667,-1.56667
2357213,,12.31667,-0.46667
2357214,,10.93333,0.85
2357215,,13.11328,-2.38096
2357216,"Nehourou,Nohoro,Néhourou",13.7007,-3.2417
2357217,,13.18222,-2.36444
2357218,,14.14274,-2.51432
2357219,,13.54439,-2.32978
2357220,"Noge,Nogue,Noguen,Nogué,Nogé",12.81737,-1.96846
2357221,,10.73333,-5.26667
2357222,"Noese,Noesse,Noessé,Noésé",12.15,-0.4
2357223,,12.1,-0.75
2357224,,12.16667,-2.2
2357225,"Nobieul,Nobwel,Nobwèl",14.02096,-0.31227
2357226,,9.75,-3.06667
2357227,"Nobili,Noboli",11.75167,-1.24639
2357228,,12.69373,-1.48321
2357229,,12.16667,-0.55
2357230,"Nobere,Nobéré,Rissouma",11.55806,-1.20444
2357231,,12.53333,-0.51667
2357232,,12.28333,-0.76667
2357233,"Noali,Noalli",12.7,-0.2
2357234,,12.56667,-3.58333
2357235,"Noaka,Noka",13.19066,-0.94505
2357236,,12.1,0.05
2357237,,13.2294,-1.4951
2357238,,9.98333,-3.61667
2357239,"Inkanpira,Nkanpira",9.76667,-3.01667
2357240,"Nizel,Nizele,Nizèl,Nizéle",10.25,-3.8
2357241,,10.31667,-3.15
2357242,,12.9,-0.46667
2357243,,11.3,-1.65
2357244,,11.61667,-0.01667
2357245,,12.55,0.1
2357246,"Niseo,Nisseo,Nisséo,Niséo",10.93333,-3.43333
2357247,,10.26667,-3.56667
2357248,,10.21667,-3.5
2357249,,12.16667,-2.01667
2357250,"Gninfoagma,Niefoma,Nifopoma,Nioumfoarma,Nipopoma,Niéfoma",12.07015,0.92723
2357251,,12.93333,-2.68333
2357252,"Niouma,Niuma",12.9307,-2.64024
2357253,,11.75,-2.23333
2357254,,12.9,-0.85
2357255,,10.71667,-5.4
2357256,,9.81667,-2.98333
2357257,,11.76667,-1.25
2357258,,10.46667,-5.45
2357259,"Nionranga,Nioranga",13.35655,-1.29961
2357260,,10.28333,-3.26667
2357261,,13.49592,-1.51516
2357262,,12.58333,-0.75
2357263,,10.16667,-3.2
2357264,,11.88333,-1.2
2357265,,11.75,-1.2
2357266,,10.16667,-3.1
2357267,,12.81667,-3.41667
2357268,"Nion,Nyon",12.7,-2.93333
2357269,"Niempourou,Niempuru,Nienipourou,Niompourou,Niénipourou",12.6,-3.21667
2357270,,14.32131,-1.40678
2357271,,10.05,-3.46667
2357272,,11.46667,-1.38333
2357273,"Niogotenga,Niorotenga",12.7,-0.91667
2357274,,13.01375,-1.10782
2357275,,10.66667,-5.1
2357276,,10.5,-3.43333
2357277,,10.11667,-3.26667
2357278,,9.86667,-2.76667
2357279,,11.46667,-1.43333
2357280,,11.91667,-1.65
2357281,,13.22078,-2.4761
2357282,,10.5,-3.35
2357283,,13.54749,-2.53047
2357284,,13.16735,-0.46322
2357285,,11.21765,-5.16261
2357286,,10.61667,-4.81667
2357287,,12.98333,-0.51667
2357288,"Nienyon,Ninion,Niényon,Nyenyon",12.5,-2.38333
2357289,,11.9,-1.15
2357290,"Minigui,Ninigue,Ninigué",13.89076,-2.3628
2357291,Ningbouma,11.25,-3.05
2357292,"Ningare,Ningaré",11.68333,-0.35
2357293,,11.91667,-0.25
2357294,,12.59435,1.42435
2357295,"Niadorgou,Nianongo,Nindangou,Nindaongo",13.08825,-0.17468
2357296,,10.3,-3.45
2357297,,12.08333,0.45
2357298,,12.23333,-0.48333
2357299,,12.02024,-1.52332
2357300,"Nieme,Nimina,Niémé",12.71667,-3.01667
2357301,,12.81667,0.38333
2357302,"Gnimdi,Nimdi",12.29542,-1.67706
2357303,,11.2,-3.15
2357304,,11.55,-1.83333
2357305,,12.84622,-1.3253
2357306,,12.33333,-0.53333
2357307,,11.3,-3.03333
2357308,"Nignega,Nignena,Nignéga,Nignéna,Ninga",13.4209,-2.50849
2357309,,11.36667,-2.06667
2357310,,10.26667,-2.8
2357311,,11.55,-1.01667
2357312,,10.71667,-5.1
2357313,,10.48333,-5.35
2357314,,11.31667,-3.03333
2357315,Nienpira,10.41667,-3.28333
2357316,,11.26667,-3.16667
2357317,,13.34324,-1.57867
2357318,,11.95867,-4.86215
2357319,,11.00843,-4.9272
2357320,,10.11667,-3.26667
2357321,,11.65,-3.7
2357322,"Niemano,Nienanou,Niémano,Niénanou",13.081,-3.9531
2357323,,11.7249,-4.72599
2357324,,12.71667,-2.9
2357325,"Negueni,Niegueni,Niéguéni,Néguéni",10.65,-5.4
2357326,,11.5203,-4.34734
2357327,,11.66667,-0.01667
2357328,"Niebo,Niego,Niégo",11.11471,-2.69869
2357329,,13.40091,-2.06066
2357330,,13.38265,-0.09335
2357331,"Nidrihida,Yoriyada",12.75673,-1.62402
2357332,,11.85,-2.51667
2357333,Nidaga,12.06629,-1.98798
2357334,,10.11667,-2.81667
2357335,,12.73333,-2.21667
2357336,,12.05,-2.11667
2357337,,10.83333,-3.88333
2357338,,13.27186,-2.70105
2357339,,13.2695,-3.3577
2357340,,13.0986,-3.4288
2357341,"Niarebama,Niarébama",10.48333,-4.76667
2357342,,12.75,-3.08333
2357343,Niarba,11.75,-0.83333
2357344,,10.85,-4.41667
2357345,,13.28003,-0.15116
2357346,"Niaptana,Nyaptana",13.33001,0.75494
2357347,,12.82296,-1.80443
2357348,,11.27292,-4.84499
2357349,,11.85,-1.35
2357350,,12.13333,-0.23333
2357351,"Niaogho,Niaogo,Niaôgo,Niogo",11.76667,-0.76667
2357352,,10.73333,-5.33333
2357353,"Nianntana,Niantana",10.38463,-3.50392
2357354,,11.46667,-2.05
2357355,,10.6,-5.41667
2357356,,11.04878,-5.15806
2357357,"Niamankui,Nianmankui",12.36667,-3.88333
2357358,,11.13333,-0.33333
2357359,,12.68333,-3.81667
2357360,"Miankoine,Miankoïne,Niankoine,Niankoiné,Niankouni",12.96667,-3.95
2357361,Niankorodougou,10.45,-5.3
2357362,,13.22893,-2.96531
2357363,Niankar,10.55,-4.8
2357364,,10.75,-4.71667
2357365,,10.53333,-3.58333
2357366,,10.8,-4.63333
2357367,,10.83333,-5.4
2357368,"Niang,Niangaye,Nianguel,Nianguél",14.04345,-1.45394
2357369,"Niangouela,Niangouéla",13.13523,-1.67201
2357370,,10.21667,-4.91667
2357371,"N'jangoloko,Niangoloko,niangoroko,nyangwlwkw,Нианголоко,Ньянголоко,نیانگولوکو,ニアンゴロコ",10.28333,-4.91667
2357372,,10.46667,-5.36667
2357373,,10.4,-5.18333
2357374,,13.21788,-1.21516
2357375,,12.43333,-2.95
2357376,,10.76667,-5.33333
2357377,,10.63333,-5.45
2357378,"Nianankoro,Niannakoro,Niannankoro",12.53333,-2.8
2357379,"Niamena,Niaména,Niemena,Niéména",10.21667,-3.45
2357380,,11.3705,-4.31562
2357381,"Damperla,Niamberela,Niamberla,Niamberéla,Nianmberela,Nianmbéréla",11.86474,-5.11057
2357382,,11.62269,-5.20033
2357383,"Niale,Nialle,Niallé,Nialé",11.07629,-5.01076
2357384,Niakongo,11.83333,-3.33333
2357385,,13.2379,-3.9159
2357386,,11.29514,-5.11924
2357387,,10.71667,-2.98333
2357388,,10.25,-3.33333
2357389,"Niagassi,Ouhiangossi,Uiengossi",13.78913,0.30261
2357390,,11.55,-1.15
2357391,,12.26667,-3.35
2357392,Niaga,11.7,-3.15
2357393,,14.10185,-1.03936
2357394,"Niaboure,Niabouri,Niabouré,Nieboure,Niebure,Niébouré",11.26536,-2.63987
2357395,,10.3,-4.43333
2357396,,12.7462,-4.0879
2357397,,14.70193,0.07243
2357398,"Ngolokerela,Ngolokéréla,Ngorouerla",11.93361,-5.12493
2357399,,11.48972,-5.12137
2357400,"Banifing,Baninfin,Báninfin,Ngorolaka",12.01147,-5.65968
2357401,"Ngorlani,Ngorolani",11.92962,-4.73091
2357402,,13.79694,-1.04558
2357403,,14.10871,-0.63789
2357404,,13.62676,0.66462
2357405,,11.43204,-4.8479
2357406,,14.18805,-1.54339
2357407,"Neviri,Nevri,Néviri,Névri",11.61667,-2.4
2357408,"Neliri,Neviri,Nevri,Néliri,Néviri,Névri",11.31667,-2.01667
2357409,,11.86667,-2.01667
2357410,,11.36667,-1.5
2357411,,11.11667,-1.08333
2357412,"Nesemtenga,Nessemtenga,Nèssèmtenga,Nésèmtenga",13.00657,-1.14409
2357413,"Nessega,Niesoga,Niessega,Niessoga,Niésséga",13.11278,-2.34558
2357414,,11.53333,-2.0
2357415,,11.4,-2.6
2357416,,11.78333,-2.23333
2357418,,11.46667,-1.95
2357419,,10.43333,-5.25
2357420,,12.63333,-4.16667
2357421,,12.06667,-3.03333
2357422,,12.71667,-2.58333
2357423,"Nemena,Néména",12.46667,-3.76667
2357424,,13.25958,-1.48134
2357425,,9.8,-3.08333
2357426,,13.92756,-0.13717
2357427,,12.91667,-2.46667
2357428,,12.63333,-2.63333
2357429,,12.8,-2.68333
2357430,"Garpoulou,Negarpoulou,Negwarpoulou,Négarpoulou",12.33333,-2.73333
2357431,,11.08619,-5.38508
2357432,,12.55461,-1.65625
2357433,,12.27503,-1.67744
2357434,"Nedogo,Nédogo",12.15,-0.7
2357435,,12.43333,-2.4
2357436,,12.08333,-2.46667
2357437,,12.4,-2.71667
2357438,,11.5,-1.85
2357439,,13.33809,-0.88862
2357440,"Nebielianayou,Nébiélianayou",11.9,-2.36667
2357441,,11.85,-2.55
2357442,"Dabou,Dabu,Nebbou,Nebou,Nébou",11.3125,-1.87722
2357443,,13.38969,-0.14965
2357444,,10.38333,-4.68333
2357445,,13.62528,0.12782
2357446,,14.07017,-0.94853
2357447,,11.96505,-4.76247
2357448,"Ndorlaba,Ndorola",11.76142,-4.81877
2357449,"Iba,Ndiaba",13.58383,0.73637
2357450,,11.77784,-4.70202
2357451,,11.03753,-4.77498
2357452,,12.63333,-2.13333
2357453,,12.01202,-1.32296
2357454,,11.16667,-1.41667
2357455,,11.05,-1.41667
2357456,,12.23333,0.73333
2357457,"Nayoure,Nayouri,Nayouré,Nayuri",12.26667,0.25
2357458,,12.14838,1.78202
2357459,,12.98985,-1.78754
2357460,,10.51667,-4.51667
2357461,,12.5,-0.9
2357462,,12.31667,-2.31667
2357463,,12.0953,2.0121
2357464,,12.43391,-1.96424
2357465,Naya,10.43333,-4.73333
2357466,,10.18333,-3.18333
2357467,,13.18601,0.52472
2357468,,11.16667,-3.15
2357469,"Navrigbe,Navrigbé,Navrikpe,Navrikpé",10.98844,-2.94845
2357470,,13.47765,-1.29531
2357471,,11.03333,-2.96667
2357472,Navielgan,10.83333,-3.26667
2357473,,10.53333,-5.41667
2357474,,12.9,0.73333
2357475,,12.7,0.85
2357476,,12.63333,0.83333
2357477,,12.54966,2.04263
2357478,,12.20991,1.2591
2357479,,12.23333,0.8
2357480,Natougou,12.61667,1.68333
2357481,,11.98333,-2.28333
2357482,,11.61667,-2.13333
2357483,,11.9,-0.3
2357484,,13.14552,-0.19505
2357485,"Natiediougou,Natiédiougou,Nitiedougou,Nitiédougou",11.23333,-1.56667
2357486,,14.03821,-2.19212
2357487,,11.69917,0.50611
2357488,,12.5318,1.6589
2357489,,11.39919,-4.51368
2357490,,11.95,-2.65
2357491,,10.6,-5.3
2357492,,12.56424,1.94114
2357493,"Nassouwele,Nassouwélé,Peulh",14.16917,-2.15711
2357494,"Nassoumbou,Nassoumfou",14.4089,-1.5507
2357495,"Nassougou,Nazougou",12.07345,1.181
2357496,"Nassolon,Nassoulou",12.35164,-2.11436
2357497,,13.15403,-0.48688
2357498,,11.21336,-4.4381
2357499,"Nassema,Nassime,Nassimé,Nasséma",11.41667,-2.58333
2357500,,10.21667,-3.18333
2357501,,11.7,-1.1
2357502,,13.02897,-3.01313
2357503,,13.32469,-1.35909
2357504,,13.04631,-1.05987
2357505,,13.21362,0.21803
2357506,,14.15796,-2.18377
2357507,,12.96667,-0.75
2357508,,12.86667,-2.2
2357509,,12.85,0.51667
2357510,,12.23333,0.05
