ID,location_name,lat,long
6930706,"Centra-Norda Regiono,Centralno-severen region,Centralno-sjeverna regija,Centre-Nord,Centre-Nord Boelgesi,Centre-Nord Bölgesi,Centre-Nord Region,Erdialde-Iparraldea,Pivnichno-Central'na oblast',Regiao Centro-Norte,Regio Centre-Nord,Region Centre-Nord,Region Centro-Norte,Regiunea Centre-Nord,Região Centro-Norte,Regió Centre-Nord,Región Centro-Norte,Rexion Centro-Norte,Rexión Centro-Norte,Santr-Nor,Severo-Central'naja oblast',Vidurio Siaures regionas,Vidurio Šiaurės regionas,alwst shmaly,jungbugbuju,mhwz mrkz-zpwn,nahyh mrkz nwrd,regione del Centro-Nord,zhong bei bu de fang,zhong bei da qu,Σαντρ-Νορ,Північно-Центральна область,Северо-Центральная область,Централно-северен регион,מחוז מרכז-צפון,الوسط شمالي,ناحیه مرکز نورد,وسطی-شمالی علاقہ,ჩრდილო-ცენტრალური რეგიონი,中北大区,中北大區,中北部地方,중북부주",13.09829,-1.0855
6930707,"Centra-Okcidenta Regiono,Centralno-zapaden region,Centralno-zapadna regija,Centre-Ouest,Centre-Ouest Boelgesi,Centre-Ouest Bölgesi,Centre-Ouest Region,Erdialde-Mendebaldea,Regiao Centro-Oeste,Regio Centre-Oest,Region Centre-Ouest,Region Centro-Oeste,Regiunea Centre-Ouest,Região Centro-Oeste,Regió Centre-Oest,Región Centro-Oeste,Rexion Centro-Oeste,Rexión Centro-Oeste,Santr-Ouest,Vidurio Vakaru regionas,Vidurio Vakarų regionas,Zakhidno-Central'na oblast',Zapadno-Central'naja oblast',jungseobuju,nahyh mrkz awst,regione del Centro-Ovest,wst kwyst,zhong xi bu de fang,zhong xi da qu,Σαντρ-Ουέστ,Западно-Центральная область,Західно-Центральна область,Централно-западен регион,ناحیه مرکز اوست,وسط كويست,وسطی-مغربی علاقہ,დასავლეთ-ცენტრალური რეგიონი,中西大区,中西大區,中西部地方,중서부주",12.25488,-2.36876
6930708,"Centra-Suda Regiono,Centralno-juzhen region,Centralno-juzna regija,Centralno-južna regija,Centre-Sud,Centre-Sud Boelgesi,Centre-Sud Bölgesi,Centre-Sud Region,Erdialde-Hegoaldea,Jugo-Central'naja oblast',Pivdenno-Central'na oblast',Regiao Centro-Sul,Regio Centre-Sud,Region Centre-Sud,Region Centro-Sur,Regiunea Centre-Sud,Região Centro-Sul,Regió Centre-Sud,Región Centro-Sur,Rexion Centro-Sur,Rexión Centro-Sur,Vidurio Pietu regionas,Vidurio Pietų regionas,alwst aljnwby,jungnambuju,nahyh mrkz swd,regione del Centro-Sud,zhong nan bu de fang,zhong nan da qu,Південно-Центральна область,Централно-южен регион,Юго-Центральная область,الوسط الجنوبي,ناحیه مرکز سود,وسطی-جنوبی علاقہ,სამხრეთ-ცენტრალური რეგიონი,中南大区,中南大區,中南部地方,중남부주",11.67132,-1.07374
6930709,"Ekialdea,Est,Est Boelgesi,Est Bölgesi,Est Region,Istocna regija,Istočna regija,Iztochen region,Orienta Regiono,Regiao Este,Regio Est,Region Est,Region Este,Regiunea Est,Região Este,Regió Est,Región Este,Rexion Leste,Rexión Leste,Rytu regionas,Rytų regionas,Skhidna oblast',Vostochnaja oblast',aghmosavleti regioni,alshrqy,dong bu da qu,dong bu de fang,dongbuju,regione dell'Est,Восточная область,Източен регион,Східна область,מחוז המזרח של בורקינה פאסו,الشرقي,مشرقی علاقہ,აღმოსავლეთი რეგიონი,东部大区,東部地方,東部大區,동부주",12.06308,0.36349
6930710,"Alt-Basena Regiono,Aukstutiniu Baseinu regionas,Aukštutinių Baseinų regionas,Hauts-Bassins,Hauts-Bassins Boelgesi,Hauts-Bassins Bölgesi,Hauts-Bassins Region,High-Basins,High-Basins Region,O-Basan,Ot Basen,Regiao Hauts-Bassins,Regio Hauts-Bassins,Region Hauts-Bassins,Regiunea Hauts-Bassins,Região Hauts-Bassins,Regió Hauts-Bassins,Región Hauts-Bassins,Verkhni Basejni,Verkhnie Bassejny,aqlym hwts-basnz,mntqh hwt-basyn,oteubasaengju,regione degli Alti Bacini,shang liu yu de fang,shang pen de da qu,zemo auzebis regioni,Ω-Μπασάν,Верхние Бассейны,Верхні Басейни,От Басен,מחוז אוט בסינס,إقليم هوتس-باسنز,بالائی-طاس علاقہ,منطقه هوت-باسین,ზემო აუზების რეგიონი,上流域地方,上盆地大区,上盆地大區,오트바생주",11.28,-4.32
6930711,"Iparraldea,Nor,Nord,Nord Boelgesi,Nord Bölgesi,Nord Region,Norda Regiono,Paunochnaja voblasc',Pivnichna oblast',Regiao Norte,Regio Nord,Region Nord,Region Norte,Regiunea Nord,Região Norte,Regió Nord,Región Norte,Rexion Norte,Rexión Norte,Severen region,Severnaja oblast',Siaures regionas,Sjeverna regija,alshmaly,bei bu da qu,bei bu de fang,bugbuju,chrdiloeti regioni,nahyh nwrd,region Nord,regione del Nord,région Nord,Šiaurės regionas,Νορ,Паўночная вобласць,Північна область,Северен регион,Северная область,الشمالي,شمالی علاقہ,ناحیه نورد,ჩრდილოეთი რეგიონი,北部地方,北部大区,北部大區,북부주",13.58809,-2.4212
6930712,"Central'ne Plato,Central'noe Plato,Centraltebenaja Regiono,Centraltebenaĵa Regiono,Plateau Central,Plateau-Central,Plateau-Central Boelgesi,Plateau-Central Bölgesi,Plateau-Central Region,Plato Sentral,Plato-Santral,Plato-centralna regija,Regiao Plateau-Central,Regio Plateau-Central,Region Plateau-Central,Regiunea Plateau-Central,Região Plateau-Central,Regió Plateau-Central,Región Plateau-Central,Vidurio Ploksciakalnio regionas,Vidurio Plokščiakalnio regionas,alhdbt alwsty,gao yuan-zhong bu da qu,nahyh platywks mrkzy,peullatosangteulalju,regione dell'Altopiano Centrale,zhong yang da de de fang,Πλατώ-Σαντράλ,Плато Сентрал,Центральне Плато,Центральное Плато,الهضبة الوسطى,مرتفع-وسطی علاقہ,ناحیه پلاتیوکس مرکزی,ცენტრალური პლატოს რეგიონი,中央大地地方,高原-中部大区,高原-中部大區,플라토상트랄주",12.58774,-1.30102
6930713,"Regiao Sahel,Regio del Sahel,Region Sahel,Region del Sahel,Região Sahel,Regió del Sahel,Región del Sahel,Sachel,Sael,Sahel,Sahel Boelgesi,Sahel Bölgesi,Sahel Region,Sahelio regionas,Sakhel',alsahl,nahyh sahl,regione del Sahel,sa he lei da qu,sa-elju,sahelis regioni,saheru de fang,Σαχέλ,Саел,Сахель,الساحل,سہیل ریجن,ناحیه ساحل,საჰელის რეგიონი,サヘル地方,薩赫勒大區,사엘주",14.03351,-0.04575
6930714,"Hego-mendebaldea,Jugo-Zapadnaja oblast',Jugo-zapadna regija,Jugozapaden region,Pietvakariu regionas,Pietvakarių regionas,Pivdenno-Zakhidna oblast',Regiao Sul-Oeste,Regio Sud-Oest,Region Sud-Ouest,Region Suroeste,Regiunea Sud-Ouest,Região Sul-Oeste,Regió Sud-Oest,Región Suroeste,Rexion Sur-Oeste,Rexión Sur-Oeste,Southwest,Southwest Region,Sud-Ouest,Sud-Ouest Boelgesi,Sud-Ouest Bölgesi,Sud-Ouest Region,Sudokcidenta Regiono,Synt-Ouest,jnwb kwyst,nahyh swd awst,namseobuju,nan xi de fang,regione del Sud-Ovest,samkhret-dasavleti regioni,xi nan da qu,Συντ-Ουέστ,Південно-Західна область,Юго-Западная область,Югозападен регион,جنوب كويست,جنوبی-مغربی علاقہ,ناحیه سود اوست,სამხრეთ-დასავლეთი რეგიონი,南西地方,西南大區,남서부주",10.5,-3.2
6941903,,11.45,-1.41667
6941926,,12.33333,-1.66667
7041917,,11.51501,-4.82943
7041945,,11.6487,-4.364
7041946,,11.74755,-4.7614
7041947,,11.66726,-4.6605
7041948,,11.62739,-4.67959
7041949,,11.59368,-4.17548
7054471,Alga,13.60888,-1.54687
7054472,,13.47141,-1.27017
7054473,,13.17198,-0.11598
7056448,,13.53031,-1.03072
7056449,,13.50046,-1.00233
7503088,,12.83333,1.24985
7646671,,12.43392,-1.55234
7647899,,11.15468,-4.28212
7668172,"Aeroportul Kaya,Aeropuerto de Kaya,Aeropuertu de Kaya,Bandar Udara Kaya,DFCA,Kaya Airport,Port lotniczy Kaya,San bay Kaya,Sân bay Kaya,XKY,aeroport de Kaya,aéroport de Kaya,frwdgah kaya,kaya kong gang,Фурудгоҳи киё,فرودگاه کایا,カヤ空港",13.067,-1.1
7668173,"DFCL,XLU",11.1054,-2.1016
7668174,"Aeroportul Boulsa,Boulsa Airport,DFEA,Port lotniczy Boulsa,San bay Boulsa,Sân bay Boulsa,XBO,aeroport de Boulsa,aéroport de Boulsa,burusa kong gang,frwdgah bwlsa,Фурудгоҳи булсо,فرودگاه بولسا,ブルサ空港",12.65,-0.567
7668175,"Aeroportul Bogande,Bogande Airport,DFEB,Lapangan Terbang Bogande,Port lotniczy Bogande,XBG,aeroport de Bogande,aéroport de Bogandé,bogande kong gang,frwdgah bwgandh,Фурудгоҳи бугондҳ,فرودگاه بوگانده,ボガンデ空港",12.983,-0.167
7668176,"Aeroportul Diapaga,Bandar Udara Diapaga,DFED,DIP,Diapaga Airport,Maes Awyr Diapaga,Port lotniczy Diapaga,San bay Diapaga,Sân bay Diapaga,aeroport de Diapaga,aéroport de Diapaga,diapaga kong gang,frwdgah dyapaga,gu pa jia ji chang,Фурудгоҳи диопого,فرودگاه دیاپاگا,ディアパガ空港,賈帕加機場",12.05,1.783
7668177,"Aeroportul Kantchari,DFEL,Kantchari Airport,Lapangan Terbang Kantchari,Maes Awyr Kantchari,Port lotniczy Kantchari,San bay Kantchari,Sân bay Kantchari,XKA,aeroport de Kantchari,aéroport de Kantchari,frwdgah kantchary,kanchari kong gang,Фурудгоҳи контчори,فرودگاه کانتچاری,カンチャリ空港",12.467,1.5
7668178,"Aeroportul Pama,DFEP,Lapangan Terbang Pama,Pama Airport,San bay Pama,Sân bay Pama,XPA,aeroport de Pama,aéroport de Pama,frwdgah pama,pama kong gang,Фурудгоҳи помо,فرودگاه پاما,パマ空港",11.25,0.7
7668179,"Aeroportul Tenkodogo,Bandar Udara Tenkodogo,DFET,Lapangan Terbang Tenkodogo,San bay Tenkodogo,Sân bay Tenkodogo,TEG,Tenkodogo Airport,aerodrome de Tenkodogo,aérodrome de Tenkodogo,frwdgah tnkwdwgw,tankodogo kong gang,Фурудгоҳи тнкудугу,فرودگاه تنکودوگو,タンコドゴ空港",11.8,-0.367
7668180,"DFEZ,XZA",11.169,-0.622
7668181,"Aeroportul Diebougou,DFOU,Diebougou Airport,Lapangan Terbang Diebougou,Maes Awyr Diebougou,Port lotniczy Diebougou,XDE,aeroport de Diebougou,aéroport de Diébougou,diebugu kong gang,frwdgah daybwgw,Фурудгоҳи доибугу,فرودگاه دایبوگو,ディエブグ空港",10.95,-3.25
7701508,,11.4824,-0.51695
7730458,"Aeroportul Djibo,DFCJ,Djibo Airport,Lapangan Terbang Djibo,Port lotniczy Djibo,XDJ,aeroport de Djibo,aéroport de Djibo,frwdgah jybw,jibo kong gang,Фурудгоҳи дибу,فرودگاه جیبو,ジボ空港",14.12526,-1.6249
7730459,"DFEG,Gorom-Gorom Airport,XGG",14.45417,-0.21895
7730460,"Aeroportul Tambao,DFEM,Maes Awyr Tambao,TMQ,Tambao Airport,aeroport de Tambao,aéroport de Tambao,frwdgah tambayw,tanbao kong gang,Фурудгоҳи томбоеҳв,فرودگاه تامبائو,タンバオ空港",14.79101,0.04136
7730461,"ARL,DFER",11.597,1.483
7730462,"Aeroportul Sebba,DFES,Lapangan Terbang Sebba,Letovishhe Sebba,Sebba Airport,XSE,aeroport de Sebba,aéroport de Sebba,frwdgah sba,seba kong gang,Летовище Себба,Фурудгоҳи сббо,فرودگاه سبا,セバ空港",13.45693,0.50342
7730463,"BNR,Banfora Airport,DFOB",10.68945,-4.72743
7730464,"DFON,XNU",12.74367,-3.86322
7730465,"DFOT,TUQ",13.05913,-3.07527
7730466,"Aeroportul Aribinda,Aribinda Airport,Bandar Udara Aribinda,DFOY,Lapangan Terbang Aribinda,Port lotniczy Aribinda,XAR,abirinda kong gang,aeroport d'Aribinda,aéroport d’Aribinda,frwdgah arybynda,Фурудгоҳи орибиндо,فرودگاه آریبیندا,アビリンダ空港",14.21542,-0.89569
7732742,"2ie,Institut International de l'Eau et de l'Environnement,International Institute for Water and Environmental Engineering",12.3791,-1.50372
7838884,Lake Kompienga,11.16628,0.61317
8199000,,10.32957,-4.51088
8199001,,10.162,-4.50058
8199003,,14.47113,-0.75328
8288554,Oula,13.4145,-2.2321
8288555,Bottou,12.5154,1.9957
8288556,Samogohiri,10.9551,-5.1055
8288557,Bassi,13.2846,-2.2046
8288558,Dialgaye,11.9029,-0.3678
8288559,Soudougui,11.3258,0.4049
8288560,,12.8,-0.7849
8288561,Ouindigui,13.6191,-1.893
8432498,,14.32101,-1.85805
8432499,,14.4084,-1.96331
8445066,"Zoaga,Zouara",11.33609,0.04402
8445067,"Kamseogo,Kamséogo,Kanseogo,Kanséogo",11.35385,0.20514
8445070,"Kamse,Kamsé,Koul",11.47863,0.37927
8445074,"Dogotenga,Dogtenga 1",11.67603,0.18287
8445077,"Kombebougou,Kombembougou,Kombémbougou",12.13765,1.65084
8445247,,11.97253,0.55998
8445253,"Pognoa Sankoado,Pouniouassankoto",11.02903,0.58484
8527498,,12.71511,1.98219
8531904,"TMQ,Tambao",14.78123,0.04158
8533902,,12.73375,1.06978
8614817,,14.77233,-0.23759
8693061,,10.859,-3.123
9035034,DFOR,10.98568,-4.92612
9035114,"Aeroportul Dano,DFOA,Dano Airport,San bay Dano,Sân bay Dano,aeroport de Dano,aéroport de Dano,dano kong gang,ダノ空港",11.13802,-3.07422
9035704,DFCB,13.39962,-1.06111
9256495,,14.15445,-0.05549
9570053,,12.37829,-1.49058
9881321,,12.22527,-0.90302
10115202,,12.36167,-1.51805
10115203,,12.36389,-1.53357
10115204,,12.36257,-1.52008
10115205,,12.36649,-1.51663
10121137,,12.30659,-1.52508
10121217,,12.36647,-1.52749
10124200,,13.73532,0.5678
10234726,,12.39184,-1.50225
10342640,,13.31667,-3.85
10342749,,12.06667,-0.15
10342750,,13.33333,-1.36667
10342751,,12.556,-2.186
10342752,,11.68333,-1.16667
10342753,,13.41056,-0.13694
10342754,"Mani,Manni",13.25833,-0.21306
10343395,,11.76667,-4.82
10343439,,14.13333,-2.1
10343714,,12.25,-2.36667
10343799,,10.26667,-2.95
10343854,,12.16667,-4.16667
10376456,,12.37722,-1.50083
10376586,,12.37911,-1.50386
10629032,,12.35921,-1.54273
10629037,,12.24591,-0.42954
10629040,,10.64225,-4.76269
10629046,,12.36259,-1.51819
10629050,,11.17516,-4.30162
10629056,,13.57333,-2.41734
10629057,,12.46281,-3.46082
10629058,,12.37605,-1.49363
10629059,,12.18148,-0.35371
10629060,,12.25165,-2.36356
10629061,,12.36492,-1.52008
10629062,,11.7817,-0.36808
10629063,,12.05989,0.36019
10629064,,12.34227,-1.57276
10629065,,11.1664,-4.24132
10629066,,12.31428,-1.52901
10629067,,12.39701,-1.46854
10629068,,12.38963,-1.57645
11072313,,12.36903,-1.5535
11153150,,11.61194,-3.91667
11203900,,12.3856,-2.1605
11203953,,12.48333,-0.76667
11203955,,12.75,-2.18333
11203964,,11.45528,0.43321
11203967,,12.58606,-1.29703
11203991,,12.13333,-3.21667
11204000,,11.1,-0.95
11204003,,12.35375,1.03057
11204056,,14.10436,-1.63336
11204061,,12.7167,-2.2667
11204418,,12.967,-0.15
11204436,,12.18333,-4.08333
11204524,,12.0,-1.3
11204581,,11.8,-0.55
11204610,,12.2,-2.6
11204699,,11.8,1.73333
11204904,,11.39409,-4.9378
11205019,,12.48333,1.51667
11205107,,11.355,-0.635
11205109,,11.9,-4.33333
11205452,,13.16812,-3.89101
11205497,,11.83173,-2.10043
11205508,,11.80082,-1.98458
11205616,,13.0044,-1.79245
11205618,,13.2167,-1.53333
11205633,,13.31528,-0.51806
11205665,,12.0667,0.35
11205728,,11.14068,-3.0639
11205731,,14.22528,-0.85972
11205740,,12.26667,-3.08333
11238552,,12.64818,-0.67351
11238893,,11.2833,-3.1
11239699,,12.77474,-3.1105
11249270,,12.0667,0.35
11256916,,10.28333,-4.91667
11256933,,10.4,-3.83333
11256935,,11.06667,-2.9
11256952,,13.08126,-0.52578
11257192,,12.01667,-0.03333
11257296,,12.06671,-0.15484
11257297,,14.083,-2.45
11257414,,12.06667,-3.4333
11288510,,12.43333,-4.38333
11288676,,11.2333,-0.55
11352050,,14.683,-0.45
11352118,,11.19791,-4.25487
11352141,,12.0,1.35
11353025,,13.848,-2.417
11427332,,12.81667,-1.06667
11496139,,14.56667,0.11667
11875613,,12.35058,-1.49918
11900409,,12.42364,-1.48321
11900411,,12.39009,-1.56922
11900412,,12.40413,-1.55898
11900413,,12.39398,-1.45727
11900414,,12.37386,-1.56559
11900512,,12.37666,-1.55029
11900513,"Kologh-Naba,Kologho-Naba",12.3833,-1.54276
11900514,,12.37933,-1.54027
11900515,,12.37422,-1.54187
11900516,,12.3757,-1.53289
11900517,,12.3813,-1.53076
11900518,,12.38145,-1.52389
11900520,,12.37991,-1.51733
11900522,,12.36888,-1.4975
11900525,,12.38382,-1.4844
11900526,,12.3612,-1.55055
11900528,"Zone Industrielle de Goughin,Zone Industrielle de Gounghin",12.36631,-1.54137
11900537,,12.3626,-1.5311
11900615,,12.35964,-1.52342
11900616,"Kamsaoghin,Kamsonghin",12.35418,-1.52177
11900617,,12.36702,-1.51111
11900618,,12.37056,-1.48919
11900619,,12.35298,-1.54342
11900620,,12.34977,-1.53241
11900621,,12.34488,-1.52421
11900622,,12.34629,-1.48007
11900623,"Cite de la Caisse,Cite dela Caisse,Cité de la Caisse,Cité dela Caisse",12.31054,-1.51716
11900624,,12.31538,-1.50888
11900645,,12.38124,-1.56479
11900646,,12.38904,-1.534
11900647,,12.38883,-1.50903
11900648,"Centre Medical Paul VI,Centre Médical Paul VI,Hopital Paul VI,Hôpital Paul VI",12.39885,-1.55726
11900649,"Universite de Ouagadougou,Université de Ouagadougou",12.37789,-1.50047
11900650,"Ouidi-Naba,Palais du Ouidi Naba",12.37882,-1.54134
11900651,"Palais Moro Naba,Palais du Moro Naba",12.35789,-1.52825
11900658,,12.38313,-1.50772
11900680,,12.35895,-1.54442
11900687,"Mission Sainte-Camille,Saint Camille",12.36672,-1.49595
11900801,"College Saint-Joseph,Collège Saint-Joseph,Lycee Saint Joseph,Lycée Saint Joseph",12.3392,-1.52676
11900834,,12.39356,-1.46863
11900836,"Juvenat Saint Camille,Juvénat Saint Camille,Novitiat Sainte-Camille",12.36066,-1.48627
11903131,,14.16041,-1.65186
11911127,,12.43784,-1.80383
11911128,"Barouli,Koala",12.43206,-1.77384
11911129,,12.42553,-1.75513
11911132,,12.45224,-1.76028
11911404,,12.44625,-1.60019
11911406,,12.44316,-1.57843
11911408,,12.43853,-1.56798
11911409,,12.40679,-1.82679
11911410,,12.39365,-1.8132
11911411,"Taama,Tama",12.32349,-1.79017
11911640,"Silmissi,Silmissin",12.28555,-1.77301
11911806,,12.2707,-1.75237
11911807,,12.26264,-1.68612
11911808,,12.24018,-1.78136
11911809,,12.17261,-1.8081
11911810,,12.24304,-1.69575
11911816,,12.20181,-1.70831
11911821,,12.2435,-1.52495
11911822,,12.16424,-1.79779
11911823,,12.08427,-1.70006
11911824,,12.15143,-1.58837
11911829,,12.06022,-1.82982
11911830,,12.08367,-1.60381
11911889,"Tanghin,Tanguen",12.51504,-1.77078
11912441,,12.0526,-1.73362
11912447,,12.49043,-1.85
11912466,,12.39681,-1.98749
11912468,,12.4639,-1.84322
11912470,,12.41858,-1.88107
11912471,,12.44904,-1.76897
11912584,,12.25623,-1.95677
11912585,,12.2507,-1.90488
11912589,,12.27786,-1.87666
11912648,,12.23348,-1.97163
11912649,,12.22543,-1.91536
11912655,,12.23032,-1.66207
11912657,,12.19916,-1.97693
11912684,"Ligouesse,Ligouessé,Ligwesse,Ligwéssé",12.30712,-2.00967
11912686,,12.12514,-1.98527
11912697,,12.17597,-1.86247
11912833,,12.10375,-1.96897
11912834,,12.09662,-1.90618
11912835,,12.03007,-1.82346
11912836,,12.0489,-1.75204
11912849,,12.01375,-1.83035
11912850,,12.00364,-1.70376
11913349,,12.07687,-1.56778
11913424,"Baken,Bakln",12.66446,-1.75633
11913427,,12.67758,-1.64876
11913438,"Ouatigue,Ouatigué,Watigue,Watigué",12.68091,-1.52538
11913441,,12.64507,-1.76691
11913442,,12.62017,-1.81389
11913449,,12.58703,-1.78441
11913450,,12.59326,-1.76384
11913453,,12.61088,-1.73205
11913454,,12.61594,-1.71177
11913455,,12.60448,-1.72432
11913457,"Kamtanghin,Kamtanguen",12.62853,-1.73314
11913461,,12.65997,-1.66869
11913472,,12.65042,-1.65598
11913474,,12.63574,-1.66405
11913475,,12.6459,-1.62776
11913671,,12.60974,-1.62899
11913672,"Koaken,Koakin",12.59562,-1.64294
11913673,,12.57396,-1.56576
11913674,,12.57022,-1.80044
11913675,,12.54249,-1.79781
11913676,,12.53306,-1.78696
11913677,,12.52133,-1.77751
11913678,"Bissighin,Bissiguen",12.50923,-1.7206
11913832,,12.50676,-1.59249
11913833,,12.52485,-1.60407
11913834,,12.53613,-1.58789
11913835,,12.53062,-1.59227
11913864,,12.55924,-1.57018
11913887,,12.98529,-1.97443
11913888,,12.9846,-1.8122
11913905,,12.95338,-1.79375
11913916,,12.97706,-1.6081
11913926,,12.88011,-1.94403
11913930,,12.8554,-1.80484
11914084,,12.8699,-1.78177
11914993,,12.88632,-1.52616
11914994,,12.76408,-1.95655
11915060,,12.82593,-1.71043
11915061,,12.78265,-1.52387
11915106,,12.69663,-1.98749
11915107,,12.66402,-1.9335
11915108,,12.67001,-1.88013
11915109,,12.69452,-1.81982
11915167,,12.73648,-1.71644
11915175,,12.6998,-1.64763
11915190,,12.70889,-1.49489
11915194,,12.69771,-1.54891
11915195,,12.59531,-1.96944
11915196,,12.60463,-1.93635
11915197,,12.62327,-1.93392
11915198,,12.64288,-1.9294
11915202,,12.64391,-1.89986
11915203,,12.62356,-1.89784
11915204,,12.51418,-1.96706
11915205,,12.60211,-1.84842
11915206,,12.5295,-1.84971
11915298,,12.52729,-1.93628
11915364,,12.68321,-1.95327
11919705,,14.30693,-1.33737
11920069,,11.35125,0.58759
11945620,"Koaken,Tanghin",12.24724,-1.72186
11947728,,12.66407,-1.35855
11947729,"Gam Yarce,Gam Yarcé,Gam Yarse,Gam Yarsé",12.66408,-1.2798
11947730,"Zeguedeghin,Zeguedeguen,Zéguédéghin,Zéguédéguen",12.66562,-1.2477
11947731,"Kofindren,Kofindrin",12.58169,-1.48544
11947732,,12.56186,-1.36074
11947733,"Napamboumbou,Napamboumbou-Saabin",12.64285,-1.35268
11947753,"Guioghin,Guioguen",12.5932,-1.30235
11947754,,12.64915,-1.23084
11947755,"Mesmnoghin,Mesmnoguen",12.59215,-1.2029
11947756,"Nioniogo,Sag-Nioniogo",12.53754,-1.45923
11947757,,12.50334,-1.43777
11947778,,12.56136,-1.41317
11947779,,12.54052,-1.41698
11947780,,12.52559,-1.40909
11947781,,12.51591,-1.33832
11947782,,12.54748,-1.3343
11947783,"Nangtenga,Nantenga",12.53291,-1.33039
11947784,,12.52411,-1.33268
11947785,,12.55398,-1.25998
11947786,"Tanghin,Tanguen",12.51348,-1.30177
11947787,"Samben,Sambin",12.50452,-1.29105
11947788,"Koanda Yarce,Koanda Yarcé,Koanda Yarse,Koanda Yarsé",12.50583,-1.25481
11947789,,12.54573,-1.2157
11947790,"Tanghin,Tanguen,Tanguin",12.50666,-1.21636
11948009,,12.95172,-1.47086
11948010,,12.95782,-1.45477
11948011,,12.9561,-1.34474
11948012,,12.99735,-1.31987
11948013,,12.96815,-1.30816
11948014,,12.97577,-1.21628
11948015,,12.98597,-1.15629
11948016,"Tamiga,Tangmiga",12.93547,-1.14917
11948017,,12.99159,-1.05964
11948018,,12.91496,-1.06034
11948019,,12.92431,-1.10555
11948020,,12.93339,-1.08519
11948021,,12.94015,-1.09089
11948022,,12.94877,-1.09495
11948023,,12.94438,-1.09708
11948024,,12.98665,-1.04306
11948025,,12.89471,-1.0588
11948032,,12.88532,-1.3727
11948033,"Nouglado,Nounglado",12.87087,-1.32785
11948034,,12.84599,-1.28176
11948035,,12.84559,-1.00502
11948036,,12.85248,-1.03912
11948917,,12.86012,-1.24193
11948918,,12.85454,-1.22224
11948921,,12.78099,-1.49588
11948922,,12.75287,-1.33536
11948923,,12.81292,-1.25254
11948924,,12.77215,-1.32425
11948925,,12.77126,-1.06183
11948926,,12.75265,-1.05782
11948930,,12.74987,-1.03469
11948931,,12.695,-1.45901
11948932,"Samassi,Sanmassi",12.73598,-1.40491
11948933,,12.69456,-1.36552
11948934,,12.72327,-1.27802
11948935,,12.70883,-1.28766
11948936,"Nakabe,Nakabé,Nakambe,Nakambé",12.73929,-1.14598
11948958,,12.73012,-1.19196
11948959,,12.71748,-1.20135
11948977,,12.64278,-1.16208
11948978,,12.62241,-1.11412
11948979,,12.60607,-1.14116
11948980,,12.57751,-1.13812
11949006,,12.58795,-1.21451
11949007,,12.58151,-1.05069
11949121,"Louandba,Luandba",12.83319,-1.01849
11951047,,12.41967,-1.83494
11951163,,11.29375,0.62523
11951267,,12.94798,1.11251
11962663,,14.52031,-0.05222
11962664,,12.38888,1.35533
11980272,,12.48602,-1.23793
11980286,,12.41049,-1.25714
11980287,,12.33716,-1.25634
11980288,,12.25451,-1.38691
11980289,,12.26213,-1.25599
11980290,,12.19172,-1.3541
11980291,,12.20387,-1.29446
11980292,,12.11825,-1.33612
11980293,,12.08298,-1.36841
11980294,,12.08777,-1.38742
11980295,,12.09837,-1.36877
11980296,,12.0707,-1.39707
11980297,,12.08565,-1.31137
11980298,"Bassiam,Bassiyam",12.08233,-1.23422
11980307,,12.25736,-1.23914
11980308,,12.24011,-1.23006
11980309,,12.22673,-1.23565
11980310,,12.21273,-1.24003
11980311,,12.19935,-1.2332
11980312,,12.19993,-1.20965
11980313,,12.18234,-1.23765
11980314,,12.11506,-1.24443
11980315,,12.11225,-1.22876
11980316,,12.10174,-1.24451
11980317,,12.08807,-1.23562
11980318,"Koaken,Koakin",12.16631,-1.2808
11980327,,12.48665,-1.16179
11980328,,12.48504,-1.08827
11980329,,12.47465,-1.14099
11980330,,12.44409,-1.08723
11980331,"Zone Amenagee de Linoghin,Zone Amenagee de Linoguen,Zone Aménagée de Linoghin,Zone Aménagée de Linoguen",12.39018,-1.16181
11980332,,12.41889,-1.01496
11980333,,12.38602,-1.09281
11980334,,12.38135,-1.08605
11980335,,12.35904,-1.04402
11980336,,12.25926,-1.04441
11980337,,12.29438,-1.01693
11980338,,12.2732,-1.14983
11980339,,12.27728,-1.13662
11980340,,12.2393,-1.20566
11980341,,12.21745,-1.20354
11980342,,12.24063,-1.18299
11980343,,12.13866,-1.15077
11980344,,12.14012,-1.04099
11980345,,12.1008,-1.20206
11980346,,12.10052,-1.17433
11980347,,12.05246,-1.24374
11980348,,12.02029,-1.23853
11980349,,12.0081,-1.25105
11980350,,12.00962,-1.23364
11980351,,12.41429,-1.13501
11980352,"Ouopoussopoussoga,Woupoussopoussoga",12.34225,-1.19101
11980353,"Kikiri,Kikiri Tanga",12.06857,-1.12338
11980355,,12.28052,-1.03599
11980356,,12.16878,-1.01738
11980357,,12.33549,-1.06064
11980358,,12.27928,-1.0611
11980359,,12.29116,-1.04664
11980360,,12.26073,-1.08648
11980361,,12.20174,-1.0372
11980362,,12.19381,-1.04661
11980371,,12.49169,-1.08209
12032397,,10.2988,-3.0729
12035952,,14.00575,-0.97633
12035954,,11.83102,1.42901
12035967,,14.17067,-1.00126
12035968,,13.98053,-1.37699
12076650,,14.01676,-0.49877
12076651,,12.3512,1.27779
12076761,,13.44114,0.90735
